"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","File_loc","Year","original","taxa_data.scientificNameAuthorship.i.","Title","EID","taxa_data.family.i.","taxa_data.ï..taxonID.i.","taxa_data.acceptedNameUsageID.i.","taxa_data.parentNameUsageID.i.","taxa_data.taxonomicStatus.i.","level"
"9565","Bombus honshuensis","Animalia","Insecta","Hymenoptera","10.1007/BF02488694","1984","B. honshuensis","Tkalcu 1968","The floral biology of Tricyrtis latifolia Maxim. (Liliaceae)","2-s2.0-51649163822","Apidae","6932007",NA,"33355584","accepted name","2b"
"9566","Lucilia sericata","Animalia","Insecta","Diptera","10.1111/j.1744-7348.1984.tb02812.x","1984","L. sericata","Meigen 1826","Pollination activity by blowflies and honeybees on onions in breeders' cages","2-s2.0-84981848700","Calliphoridae","8653416",NA,"33366647","accepted name","2b"
"9567","Anthracothorax viridis","Animalia","Aves","Apodiformes","10.2307/1939116","1984","A. viridis","Audebert  Vieillot 1801","Organization of a tropical island community of hummingbirds and flowers.","2-s2.0-0021557937","Trochilidae","27740400",NA,"33304403","accepted name","2b"
"9568","Bombus pascuorum","Animalia","Insecta","Hymenoptera","10.1111/j.1469-8137.1984.tb04145.x","1984","B. pascuorum","Scopoli 1763","DIFFERENCES BETWEEN SEXES IN FLORAL MORPHOLOGY, NECTAR PRODUCTION AND INSECT VISITS IN A DIOECIOUS SPECIES, SILENE DIOICA","2-s2.0-84982522284","Apidae","6932064",NA,"33355584","accepted name","2b"
"9569","Bombus terrestris","Animalia","Insecta","Hymenoptera","10.1111/j.1469-8137.1984.tb04145.x","1984","B. terrestris","Linnaeus 1758","DIFFERENCES BETWEEN SEXES IN FLORAL MORPHOLOGY, NECTAR PRODUCTION AND INSECT VISITS IN A DIOECIOUS SPECIES, SILENE DIOICA","2-s2.0-84982522284","Apidae","6931931",NA,"33355584","accepted name","2b"
"9570","Apis mellifera","Animalia","Insecta","Hymenoptera","10.1111/j.1442-9993.1984.tb01373.x","1984","A. mellifera","Linnaeus 1758","Nectar utilization and pollination by Australian honeyeaters and insects visiting Calothamnus quadrifidus (Myrtaceae)","2-s2.0-0021570514","Apidae","6845885",NA,"33330735","accepted name","2b"
"9571","Apis mellifera","Animalia","Insecta","Hymenoptera","10.1007/BF00379082","1984","A. mellifera","Linnaeus 1758","Nectar selection by Melipona and Apis mellifera (Hymenoptera: Apidae) and the ecology of nectar intake by bee colonies in a tropical forest","2-s2.0-0021539006","Apidae","6845885",NA,"33330735","accepted name","2b"
"9572","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1080/00218839.1983.11100561","1983","M. rotundata","Fabricius 1793","An Open-Field Test of Megachile Rotundata as a Potential Pollinator in Hybrid Carrot Seed Fields","2-s2.0-0002377455","Megachilidae","6845880",NA,"33327868","accepted name","2b"
"9573","Eucera nigrifacies","Animalia","Insecta","Hymenoptera","","1983","E. nigrifacies","Lepeletier 1841","Pollination of Orchis caspia - a nectarless plant which deceives the pollinators of nectariferous species from other plant families.","2-s2.0-0020930801","Apidae","6974294",NA,"33326730","accepted name","2b"
"9574","Promerops cafer","Animalia","Aves","Passeriformes","","1983","P. cafer","Linnaeus 1758","Pollination of Mimetes hirtus ( Proteaceae) by Cape sugarbirds and orange-breasted sunbirds.","2-s2.0-0021036546","Promeropidae","27747949",NA,"33417359","accepted name","2b"
"9575","Eucera longicornis","Animalia","Insecta","Hymenoptera","10.1111/j.1756-1051.1983.tb01059.x","1983","E. longicornis","Linnaeus 1758","Anthecology of Orchis mascula (Orchidaceae)","2-s2.0-84985852766","Apidae","6974279",NA,"33326730","accepted name","2b"
"9576","Peucetia viridans","Animalia","Arachnida","Araneae","10.1007/BF00384486","1982","P. viridans","Hentz 1832","Inflorescence spiders: A cost/benefit analysis for the host plant, Haplopappus venetus Blake (Asteraceae)","2-s2.0-0020381487","Oxyopidae","32545572",NA,"33401947","accepted name","2b"
"9577","Bombus flavifrons","Animalia","Insecta","Hymenoptera","10.1007/BF00389020","1982","B. flavifrons","Cresson 1863","Optimal foraging: Random movement by pollen collecting bumblebees","2-s2.0-0020363451","Apidae","6931891",NA,"33355584","accepted name","2b"
"9578","Phaethornis superciliosus","Animalia","Aves","Apodiformes","10.2307/1938953","1982","P. superciliosus","Linnaeus 1766","The ecological impact of nectar-robbing bees and pollinating hummingbirds on a tropical shrub.","2-s2.0-0020367758","Trochilidae","27743251",NA,"33304518","accepted name","2b"
"9579","Phaethornis superciliosus muelleri","Animalia","Aves","Apodiformes","10.2307/1938953","1982","P. superciliosus","Hellmayr 1911","The ecological impact of nectar-robbing bees and pollinating hummingbirds on a tropical shrub.","2-s2.0-0020367758","Trochilidae","27753492",NA,"27743251","accepted name","2b"
"9580","Phaethornis superciliosus superciliosus","Animalia","Aves","Apodiformes","10.2307/1938953","1982","P. superciliosus","Linnaeus 1766","The ecological impact of nectar-robbing bees and pollinating hummingbirds on a tropical shrub.","2-s2.0-0020367758","Trochilidae","27753493",NA,"27743251","accepted name","2b"
"9581","Phaethornis longuemareus","Animalia","Aves","Apodiformes","10.2307/1938953","1982","P. longuemareus","Lesson 1832","The ecological impact of nectar-robbing bees and pollinating hummingbirds on a tropical shrub.","2-s2.0-0020367758","Trochilidae","27743268",NA,"33304518","accepted name","2b"
"9582","Anthocharis cardamines","Animalia","Insecta","Lepidoptera","10.1007/BF00344658","1981","A. cardamines","Linnaeus 1758","Coevolution of pierid butterflies and their cruciferous foodplants - III. Anthocharis cardamines (L.) survival, development and oviposition on different hostplants","2-s2.0-0002795634","Pieridae","11521821",NA,"33311257","accepted name","2b"
"9583","Bombus fervidus","Animalia","Insecta","Hymenoptera","10.1007/BF02874545","1981","B. fervidus","Fabricius 1798","The use of bees for the purpose of inter-mating in potato","2-s2.0-0001423968","Apidae","6931890",NA,"33355584","accepted name","2b"
"9584","Bombus fervidus","Animalia","Insecta","Hymenoptera","10.1007/BF02874545","1981","B. fervidus","Fabricius 1798","The use of bees for the purpose of inter-mating in potato","2-s2.0-0001423968","Apidae","6931890",NA,"33355584","accepted name","2b"
"9585","Bombus terrestris","Animalia","Insecta","Hymenoptera","10.1080/00288233.1981.10423408","1981","B. terrestris","Linnaeus 1758","Use of natural sites and field hives by a long-tongued bumble bee bombus ruderatus","2-s2.0-0019751112","Apidae","6931931",NA,"33355584","accepted name","2b"
"9586","Bombus ruderatus","Animalia","Insecta","Hymenoptera","10.1080/00288233.1981.10423408","1981","B. ruderatus","Fabricius 1775","Use of natural sites and field hives by a long-tongued bumble bee bombus ruderatus","2-s2.0-0019751112","Apidae","6932087",NA,"33355584","accepted name","2b"
"9587","Bombus bifarius","Animalia","Insecta","Hymenoptera","10.1007/BF00349181","1981","B. bifarius","Cresson 1878","Optimal foraging, plant density and the marginal value theorem","2-s2.0-34250246091","Apidae","6931875",NA,"33355584","accepted name","2b"
"9588","Phylidonyris novaehollandiae","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Latham 1790","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27747529",NA,"33377755","accepted name","2b"
"9589","Phylidonyris novaehollandiae campbelli","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Mathews 1923","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27757040",NA,"27747529","accepted name","2b"
"9590","Phylidonyris novaehollandiae canescens","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Latham 1790","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27757041",NA,"27747529","accepted name","2b"
"9591","Phylidonyris novaehollandiae caudatus","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Salomonsen 1966","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27757042",NA,"27747529","accepted name","2b"
"9592","Phylidonyris novaehollandiae longirostris","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Gould 1846","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27757043",NA,"27747529","accepted name","2b"
"9593","Phylidonyris novaehollandiae novaehollandiae","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","P. novaehollandiae","Latham 1790","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27757044",NA,"27747529","accepted name","2b"
"9594","Apis florea","Animalia","Insecta","Hymenoptera","10.1080/00218839.1980.11100002","1980","A. florea","Fabricius 1787","Insect Pollination of Sunflower (Helianthus Annuus) in Pakistan","2-s2.0-84929136894","Apidae","6971715",NA,"33330735","accepted name","2b"
"9595","Bombus pascuorum","Animalia","Insecta","Hymenoptera","10.1080/09500348714550131","1979","B. pascuorum","Scopoli 1763","The pollination of lonicera japonica","2-s2.0-0010737711","Apidae","6932064",NA,"33355584","accepted name","2b"
"9596","Bombus ephippiatus","Animalia","Insecta","Hymenoptera","10.2307/2806674","1979","B. ephippiatus","Say 1837","The pollination ecology of Echeandia macrocarpa (Liliaceae)","2-s2.0-0006459819","Apidae","6931888",NA,"33355584","accepted name","2b"
"9597","Wasmannia rochai","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","W. rochai","Forel 1912","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","6882549",NA,"33348603","accepted name","2b"
"9598","Brachymyrmex heeri","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Forel 1874","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","6875273",NA,"33404971","accepted name","2b"
"9599","Brachymyrmex heeri aphidicola","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Forel 1909","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","7009316",NA,"6875273","accepted name","2b"
"9600","Brachymyrmex heeri basalis","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Wheeler 1921","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","7009317",NA,"6875273","accepted name","2b"
"9601","Brachymyrmex heeri fallax","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Santschi 1923","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","7009318",NA,"6875273","accepted name","2b"
"9602","Brachymyrmex heeri heeri","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Forel 1874","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","7009319",NA,"6875273","accepted name","2b"
"9603","Brachymyrmex heeri termitophilus","Animalia","Insecta","Hymenoptera","10.1017/S0007485300009536","1978","B. heeri","Forel 1896","The role of non-dipterous insects in the pollination of cocoa in Brazil","2-s2.0-84971109424","Formicidae","7009320",NA,"6875273","accepted name","2b"
"9604","Apis florea","Animalia","Insecta","Hymenoptera","10.1080/00218839.1978.11099900","1978","A. florea","Fabricius 1787","Effect of insect pollination on fruit bearing in kinnow mandarin (Citrus Reticulata), and physical and chemical properties of the fruit","2-s2.0-2142815252","Apidae","6971715",NA,"33330735","accepted name","2b"
"9605","Sphaerophoria rueppellii","Animalia","Insecta","Diptera","10.1111/j.1469-8137.1977.tb02193.x","1977","S. rueppellii","Wiedemann 1830","THE POLLINATION ECOLOGY OF EPIPACTIS CONSIMILIS DON (ORCHIDACEAE) IN ISRAEL","2-s2.0-84981625802","Syrphidae","8658784",NA,"33366784","accepted name","2b"
"9606","Culicoides paraensis","Animalia","Insecta","Diptera","10.1017/S0007485300010890","1977","C. paraensis","Goeldi 1905","Field observations on Ceratopogonidae and other Diptera: Nematocera associated with cocoa flowers in Brazil","2-s2.0-84974051335","Ceratopogonidae","8663586",NA,"33367143","accepted name","2b"
"9607","Megachile cephalotes","Animalia","Insecta","Hymenoptera","10.1080/00779962.1976.9722243","1976","M. cephalotes","Smith 1853","A note on insect pollinators of alfalfa in pakistan","2-s2.0-84947819917","Megachilidae","6969328",NA,"33327868","accepted name","2b"
"9608","Forcipomyia squamipennis","Animalia","Insecta","Diptera","10.1017/S0007485300005940","1975","F. squamipennis","Ingram  Macfie 1924","Studies on the ecology and biology of a cocoa pollinator, Forcipomyia squamipennis I. & M. (Diptera, Ceratopogonidae), in Ghana","2-s2.0-84922365595","Ceratopogonidae","8691339",NA,"33367423","accepted name","2b"
"9609","Bombus bimaculatus","Animalia","Insecta","Hymenoptera","10.4039/Ent107577-6","1975","B. bimaculatus","Cresson 1863","Relationships between flowering plants and four species of bombus (hymenoptera: Apidae) in southern ontario","2-s2.0-84974399309","Apidae","6931876",NA,"33355584","accepted name","2b"
"9610","Bombus perplexus","Animalia","Insecta","Hymenoptera","10.4039/Ent107577-6","1975","B. perplexus","Cresson 1863","Relationships between flowering plants and four species of bombus (hymenoptera: Apidae) in southern ontario","2-s2.0-84974399309","Apidae","6931917",NA,"33355584","accepted name","2b"
"9611","Bombus ternarius","Animalia","Insecta","Hymenoptera","10.4039/Ent107577-6","1975","B. ternarius","Say 1837","Relationships between flowering plants and four species of bombus (hymenoptera: Apidae) in southern ontario","2-s2.0-84974399309","Apidae","6931930",NA,"33355584","accepted name","2b"
"9612","Andrena flavipes","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. flavipes","Panzer 1799","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960517",NA,"33304086","accepted name","2b"
"9613","Andrena flavipes","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. flavipes","Panzer 1799","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960517",NA,"33304086","accepted name","2b"
"9614","Andrena arsinoe","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. arsinoe","Schmiedeknecht 1900","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960270",NA,"33304086","accepted name","2b"
"9615","Andrena arsinoe","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. arsinoe","Schmiedeknecht 1900","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960270",NA,"33304086","accepted name","2b"
"9616","Andrena ovatula","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. ovatula","Kirby 1802","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960904",NA,"33304086","accepted name","2b"
"9617","Andrena ovatula","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0418.1974.tb01874.x","1974","A. ovatula","Kirby 1802","Pollinators other than honey bees visiting certain medicinal plants in Egypt","2-s2.0-84984457795","Andrenidae","6960904",NA,"33304086","accepted name","2b"
